borer	-0.9
borers	-1.7
bores	-1.8
borescopes	-0.6
boresome	-1.8
boring	-1.8
bother	-1.9
botheration	-2.2
botherations	-1.8
bothered	-1.8
bothering	-2.1
bothers	-1.3
bothersome	-1.8
boycott	-1.8
boycotted	-2.2
boycotting	-2.2
boycotts	-1.9
brainwashing	-2.0
brave	1.9
braved	1.4
bravely	1.7999999999999998
braver	1.9
braveries	1.5
bravery	1.7000000000000002
braves	1.4
bravest	1.7999999999999998
breathtaking	1.5
bribe	-1.3
bright	1.4
brighten	1.4
brightened	1.6
brightener	0.5
brighteners	0.5
brightening	2.0
brightens	1.0
brighter	1.1
brightest	2.5
brightly	1.0
brightness	1.1
brightnesses	0.8999999999999999
brights	-0.09999999999999998
brightwork	0.6000000000000001
brilliance	2.4
brilliances	2.4
brilliancies	1.7999999999999998
brilliancy	2.1
brilliant	2.3
brilliantine	0.30000000000000004
brilliantines	1.5
brilliantly	2.5
brilliants	1.4
brisk	0.09999999999999998
broke	-2.3
broken	-2.6
brooding	-0.4
brutal	-3.6
brutalise	-3.2
brutalised	-3.4
brutalises	-3.7
brutalising	-3.3
brutalities	-3.1
brutality	-3.5
brutalization	-2.6
brutalizations	-2.8
brutalize	-3.4
brutalized	-2.9
brutalizes	-3.7
brutalizing	-3.9
brutally	-3.5
bullied	-3.6
bullshit	-3.3
bully	-2.7
bullying	-3.4
bummer	-2.1
buoyant	0.4
burden	-2.4
burdened	-2.2
burdener	-1.8
burdeners	-2.2
burdening	-1.9
burdens	-2.0
burdensome	-2.3
bwahaha	-0.09999999999999998
bwahahah	2.0
calm	0.8
calmative	0.6000000000000001
calmatives	0.0
calmed	1.1
calmer	1.0
calmest	1.1
calming	1.2
calmly	0.8
calmness	1.2
calmnesses	1.1
calmodulin	-0.3
calms	0.8
can't stand	-2.5
cancel	-1.5
cancelled	-1.5
cancelling	-1.3
cancels	-1.4
cancer	-3.9
capable	1.1
captivated	1.1
care	1.7000000000000002
cared	1.3
carefree	1.2
careful	0.09999999999999998
carefully	0.0
carefulness	1.5
careless	-2.0
carelessly	-1.5
carelessness	-1.9
carelessnesses	-2.1
cares	1.5
caring	1.7000000000000002
casual	0.30000000000000004
casually	0.19999999999999996
casualty	-2.9
catastrophe	-3.9
catastrophic	-2.7
cautious	-0.9
celebrate	2.2
celebrated	2.2
celebrates	2.2
celebrating	2.2
censor	-2.5
censored	-1.1
censors	-1.7
certain	0.6000000000000001
certainly	0.8999999999999999
certainties	0.4
certainty	0.5
chagrin	-2.4
chagrined	-1.9
challenge	-0.2
challenged	-0.9
challenger	0.0
challengers	-0.09999999999999998
challenges	-0.2
challenging	0.09999999999999998
challengingly	-1.1
champ	1.6
champac	-0.7
champagne	0.7
champagnes	0.0
champaign	-0.3
champaigns	0.0
champaks	-0.7
champed	0.5
champer	-0.6
champers	0.0
champerties	-0.6
champertous	-0.2
champerty	-0.7
champignon	-0.09999999999999998
champignons	-0.3
champing	0.19999999999999996
champion	2.4
championed	0.7
championing	1.3
champions	1.9
championship	1.4
championships	1.7000000000000002
champs	1.3
champy	0.5
chance	0.5
chances	0.30000000000000004
chaos	-3.2
chaotic	-2.7
charged	-1.3
charges	-1.6
charitable	1.2
charitableness	1.4
charitablenesses	1.1
charitably	0.8999999999999999
charities	1.7000000000000002
charity	1.3
charm	1.2
charmed	1.5
charmer	1.4
charmers	1.6
charmeuse	-0.2
charmeuses	-0.09999999999999998
charming	2.3
charminger	1.0
charmingest	1.9
charmingly	1.7000000000000002
charmless	-2.3
charms	1.4
chastise	-3.0
chastised	-2.7
chastises	-2.2
chastising	-2.2
cheat	-2.5
cheated	-2.8
cheater	-3.0
cheaters	-2.4
cheating	-3.1
cheats	-2.3
cheer	1.7999999999999998
cheered	1.7999999999999998
cheerer	1.2
cheerers	1.3
cheerful	2.0
cheerfuller	1.4
cheerfullest	2.7
cheerfully	1.6
cheerfulness	1.6
cheerier	2.1
cheeriest	1.7000000000000002
cheerily	2.0
cheeriness	2.0
cheering	1.7999999999999998
cheerio	0.7
cheerlead	1.2
cheerleader	0.4
cheerleaders	0.7
cheerleading	0.7
cheerleads	0.7
cheerled	1.0
cheerless	-2.2
cheerlessly	-1.3
cheerlessness	-2.2
cheerly	1.9
cheers	1.6
cheery	2.1
cherish	1.1
cherishable	1.5
cherished	1.7999999999999998
cherisher	1.7000000000000002
cherishers	1.4
cherishes	1.7000000000000002
cherishing	1.5
chic	0.6000000000000001
childish	-1.7
chilling	-0.6
choke	-3.0
choked	-2.6
chokes	-2.5
choking	-2.5
chuckle	1.2
chuckled	0.7
chucklehead	-2.4
chuckleheaded	-1.8
chuckleheads	-1.6
chuckler	0.30000000000000004
chucklers	0.7
chuckles	0.6000000000000001
chucklesome	0.6000000000000001
chuckling	0.8999999999999999
chucklingly	0.7
clarifies	0.4
clarity	1.2
classy	1.4
clean	1.2
cleaner	0.19999999999999996
clear	1.1
cleared	-0.09999999999999998
clearly	1.2
clears	-0.2
clever	1.5
cleverer	1.5
cleverest	2.1
cleverish	0.5
cleverly	1.7999999999999998
cleverness	1.7999999999999998
clevernesses	0.8999999999999999
clouded	-0.7
clueless	-2.0
cock	-1.1
cocksucker	-3.6
cocksuckers	-3.1
cocky	-1.0
coerced	-2.0
collapse	-2.7
collapsed	-1.6
collapses	-1.7
collapsing	-1.7
collide	-0.8
collides	-1.6
colliding	-1.0
collision	-2.0
collisions	-1.6
colluding	-1.7
combat	-1.9
combats	-1.3
comedian	1.1
comedians	0.7
comedic	1.2
comedically	1.6
comedienne	0.09999999999999998
comediennes	1.1
comedies	1.2
comedo	-0.2
comedones	-1.3
comedown	-1.3
comedowns	-1.4
comedy	1.0
comfort	1.0
comfortable	1.7999999999999998
comfortableness	0.8
comfortably	1.3
comforted	1.3
comforter	1.4
comforters	0.7
comforting	1.2
comfortingly	1.2
comfortless	-2.3
comforts	1.6
commend	1.4
commended	1.4
commit	0.7
commitment	1.1
